198124092100,27.32,161.54,  982, 28.7,135.9,GMS-1 
198124092106,27.88,161.26,  975, 31.2,129.5,GMS-1 
198124092112,28.48,161.34,  972, 33.2,150.0,GMS-1 
198124092118,29.02,161.77,  968, 34.2,126.0,GMS-1 
198124092200,29.44,162.44,  965, 36.2,155.4,GMS-1 
198124092206,29.92,163.28,  965, 36.2,125.9,GMS-1 
198124092212,30.86,164.46,  967, 34.7,158.0,GMS-1 
198124092218,32.26,165.87,  972, 33.3,171.8,GMS-1 
198124092300,33.84,167.44,  979, 27.9,178.8,GMS-1 
198126092506,11.83,143.22,  992, 20.0,175.1,GMS-1 
198126092512,12.16,142.22,  987, 24.0,153.3,GMS-1 
198126092518,12.45,141.27,  979, 26.8,159.9,GMS-1 
198126092600,12.70,140.24,  971, 33.8,217.1,GMS-1 
198126092606,12.97,139.31,  965, 36.6,206.8,GMS-1 
198126092612,13.22,138.44,  955, 42.5,222.6,GMS-1 
198126092618,13.49,137.73,  940, 45.4,239.9,GMS-1 
198126092700,14.00,137.04,  926, 51.8,247.3,GMS-1 
198126092706,14.69,136.88,  905, 57.0,236.2,GMS-1 
198126092712,15.42,136.54,  900, 61.5,241.9,GMS-1 
198126092718,16.16,135.91,  897, 63.4,263.0,GMS-1 
198126092800,16.70,135.32,  894, 67.9,286.0,GMS-1 
198126092806,17.10,134.98,  895, 67.4,289.2,GMS-1 
198126092812,17.78,134.56,  895, 64.9,279.2,GMS-1 
198126092818,18.60,134.23,  895, 63.9,263.7,GMS-1 
198126092900,19.60,133.70,  898, 62.4,266.8,GMS-1 
198126092906,20.46,133.16,  899, 61.9,285.1,GMS-1 
198126092912,21.42,132.62,  905, 60.0,310.6,GMS-1 
198126092918,22.33,132.17,  910, 58.7,298.3,GMS-1 
198126093000,23.22,131.90,  915, 57.2,303.2,GMS-1 
198126093006,24.33,131.67,  920, 53.7,302.8,GMS-1 
198126093012,25.40,131.82,  925, 51.7,274.7,GMS-1 
198126100100,27.58,133.54,  939, 46.9,236.4,GMS-1 
198126100106,28.85,135.27,  940, 46.0,299.7,GMS-1 
198126100112,30.12,137.48,  945, 41.7,288.4,GMS-1 
198126100200,33.30,144.03,  954, 34.3,244.7,GMS-1 
198126100206,35.70,148.48,  958, 31.5,303.0,GMS-1 
198126100212,38.64,152.61,  963, 29.0,332.7,GMS-1 
198128101400,11.49,110.85,  994, 20.5,157.9,GMS-1 
198128101406,11.48,109.62,  996, 19.1,164.4,GMS-1 
198129101518,16.98,144.11,  994, 20.0,254.2,GMS-1 
198129101600,17.26,142.62,  992, 20.0,140.8,GMS-1 
198129101606,17.35,141.52,  988, 21.5,165.4,GMS-1 
198129101612,17.36,140.72,  982, 24.9,159.8,GMS-1 
198129101618,17.39,140.04,  980, 25.4,134.6,GMS-1 
198129101700,17.20,139.36,  977, 27.4,160.2,GMS-1 
198129101712,17.32,138.66,  970, 28.4,216.6,GMS-1 
198129101718,18.01,137.81,  965, 30.8,199.9,GMS-1 
198129101800,18.22,136.82,  958, 34.2,210.8,GMS-1 
198129101806,18.42,135.96,  952, 35.2,239.9,GMS-1 
198129101812,18.86,134.96,  949, 38.2,217.2,GMS-1 
198129101818,19.23,133.85,  952, 39.6,267.8,GMS-1 
198129101900,19.56,132.62,  955, 40.6,242.0,GMS-1 
198129101906,19.91,131.58,  955, 40.6,247.9,GMS-1 
198129101912,20.32,130.46,  952, 41.1,261.9,GMS-1 
198129101918,20.86,129.60,  948, 42.0,319.0,GMS-1 
198129102000,21.40,128.86,  948, 42.9,295.7,GMS-1 
198129102006,21.93,128.58,  947, 43.5,294.2,GMS-1 
198129102012,22.76,128.42,  948, 43.5,293.2,GMS-1 
198129102018,23.59,128.56,  950, 42.5,266.4,GMS-1 
198129102100,24.60,128.98,  952, 41.1,275.3,GMS-1 
198129102106,25.56,129.50,  953, 40.6,261.1,GMS-1 
198129102112,26.48,130.30,  957, 38.2,255.9,GMS-1 
198129102118,27.66,131.69,  960, 37.2,238.2,GMS-1 
198129102200,29.24,133.50,  965, 33.8,271.3,GMS-1 
198129102206,31.09,135.66,  967, 33.3,280.9,GMS-1 
198129102212,33.28,138.69,  968, 31.4,319.7,GMS-1 
198129102218,36.18,142.23,  970, 29.5,219.4,GMS-1 
198131111418,15.59,147.24,  992, 18.6,109.5,GMS-1 
198131111500,15.36,146.36,  988, 21.1,183.6,GMS-1 
198131111506,14.92,145.29,  981, 24.9,156.1,GMS-1 
198131111512,14.28,144.06,  974, 29.4,147.0,GMS-1 
198131111518,13.78,142.53,  962, 32.3,163.8,GMS-1 
198131111600,13.44,140.84,  955, 39.5,185.8,GMS-1 
198131111606,13.35,139.11,  955, 40.9,186.8,GMS-1 
198131111612,13.48,137.54,  960, 42.9,179.4,GMS-1 
198131111618,13.89,136.09,  971, 39.5,159.5,GMS-1 
198131111700,14.34,134.70,  981, 36.4,132.5,GMS-1 
198131111706,14.52,133.29,  985, 36.0,176.7,GMS-1 
198131111712,14.68,131.90,  985, 33.6,151.5,GMS-1 
198131111718,14.93,130.61,  985, 31.7,140.5,GMS-1 
198131111800,14.96,129.60,  985, 29.3,163.5,GMS-1 
198131111806,14.72,128.55,  985, 26.5,138.5,GMS-1 
198131111812,14.38,127.58,  988, 24.9,131.6,GMS-1 
198131111900,13.80,125.98,  975, 30.8,142.4,GMS-1 
198131111906,13.59,124.95,  975, 31.8,138.2,GMS-1 
198131111912,13.50,123.90,  980, 29.4,134.5,GMS-1 
198131111918,13.40,122.77,  983, 28.4,127.6,GMS-1 
198131112012,13.94,118.50,  984, 26.0,122.7,GMS-1 
198131112018,14.33,117.13,  985, 24.0,123.0,GMS-1 
198131112100,14.72,115.66,  989, 23.0,145.0,GMS-1 
198131112106,15.48,114.16,  993, 22.0,132.7,GMS-1 
198131112112,16.16,112.70,  995, 19.6, 96.8,GMS-1 
198132111912,13.76,146.82,  998, 18.6,129.8,GMS-1 
198132111918,13.85,145.73,  994, 20.5,136.1,GMS-1 
198132112000,13.90,144.70,  991, 21.5,130.1,GMS-1 
198132112006,13.90,143.75,  985, 23.4,148.7,GMS-1 
198132112012,13.92,142.66,  980, 25.9,141.2,GMS-1 
198132112018,13.87,141.53,  974, 28.8,190.2,GMS-1 
198132112100,13.82,140.36,  966, 32.7,161.2,GMS-1 
198132112106,13.81,139.29,  957, 35.2,201.4,GMS-1 
198132112112,13.74,138.18,  947, 42.0,208.0,GMS-1 
198132112118,13.65,137.05,  936, 47.3,227.2,GMS-1 
198132112200,13.46,135.84,  919, 53.6,245.0,GMS-1 
198132112206,13.17,134.39,  908, 58.1,257.5,GMS-1 
198132112212,12.78,132.80,  905, 61.0,256.3,GMS-1 
198132112218,12.65,131.26,  909, 61.4,247.0,GMS-1 
198132112300,12.64,129.68,  914, 58.1,250.9,GMS-1 
198132112312,13.14,126.24,  926, 54.2,231.2,GMS-1 
198132112318,13.93,124.68,  937, 52.7,227.9,GMS-1 
198132112400,14.56,123.40,  948, 48.9,245.3,GMS-1 
198132112406,15.29,121.97,  958, 45.5,229.5,GMS-1 
198132112412,16.20,120.58,  972, 35.7,200.1,GMS-1 
198132112418,17.07,119.60,  983, 30.8,223.9,GMS-1 
198132112500,17.88,119.16,  988, 26.4,146.5,GMS-1 
198132112506,18.70,119.39,  989, 24.5,106.1,GMS-1 
198132112512,19.54,119.94,  990, 21.6,145.7,GMS-1 
198132112600,21.08,121.30,  992, 19.6,162.6,GMS-1 
198132112606,21.88,122.21,  994, 19.6,158.3,GMS-1 
198132112612,22.60,123.19,  996, 18.1,116.8,GMS-1 
198132112618,23.21,124.52,  997, 17.6, 93.0,GMS-1 
198133112306,13.73,146.86, 1000, 17.6,109.9,GMS-1 
198133112400,13.18,141.76, 1001, 18.1,107.0,GMS-1 
198134121112,10.42,147.72,  993, 18.1,145.8,GMS-1 
198134121118,10.72,147.55,  991, 20.5,130.5,GMS-1 
198134121200,11.04,147.32,  991, 22.5,166.3,GMS-1 
198134121206,11.29,147.12,  991, 22.5,131.1,GMS-1 
198134121212,11.52,146.80,  991, 23.4,134.6,GMS-1 
198134121218,11.81,146.34,  991, 23.4,139.2,GMS-1 
198134121300,12.10,145.74,  990, 24.5,124.9,GMS-1 
198134121306,12.30,144.83,  990, 24.9,137.5,GMS-1 
198134121312,12.40,143.78,  987, 25.9,162.1,GMS-1 
198134121318,12.52,143.00,  985, 26.4,177.4,GMS-1 
198134121400,12.74,142.24,  980, 30.3,178.2,GMS-1 
198134121406,13.08,141.85,  977, 31.8,176.7,GMS-1 
198134121412,13.54,141.58,  972, 35.7,210.8,GMS-1 
198134121418,14.13,141.51,  967, 38.1,200.1,GMS-1 
198134121512,15.28,141.24,  942, 46.9,212.2,GMS-1 
198134121518,15.42,140.88,  942, 47.3,199.6,GMS-1 
198134121600,15.40,140.40,  946, 46.4,200.9,GMS-1 
198134121606,15.30,139.90,  949, 45.4,195.0,GMS-1 
198134121612,15.24,139.18,  948, 45.4,183.7,GMS-1 
198134121618,15.22,138.37,  943, 45.8,179.2,GMS-1 
198134121712,15.84,136.22,  925, 52.7,201.2,GMS-1 
198134121718,16.02,135.66,  932, 51.7,205.7,GMS-1 
198134121800,16.16,135.08,  942, 48.3,204.4,GMS-1 
198134121806,16.18,134.39,  950, 45.9,189.5,GMS-1 
198134121812,16.14,133.56,  958, 42.4,161.4,GMS-1 
198134121818,16.05,132.67,  968, 40.0,150.1,GMS-1 
198134121900,15.98,131.82,  975, 36.6,141.6,GMS-1 
198134121906,16.11,131.22,  975, 34.2,139.4,GMS-1 
198134121912,16.28,130.82,  980, 31.3,110.7,GMS-1 
198134121918,16.39,130.46,  990, 27.8,108.4,GMS-1 
198134122000,16.22,130.22,  995, 22.4,100.1,GMS-1 
198134122006,15.31,130.44,  999, 21.3,235.6,GMS-1 
198135122312,10.67,134.61,  995, 20.5,116.3,GMS-1 
198135122318,11.29,133.32,  992, 22.0,134.6,GMS-1 
198135122400,11.76,132.06,  984, 27.9,148.8,GMS-1 
198135122406,12.07,130.90,  975, 31.3,148.5,GMS-1 
198135122412,12.36,129.88,  970, 34.7,168.7,GMS-1 
198135122418,12.64,128.76,  960, 37.1,179.5,GMS-1 
198135122500,12.72,127.74,  957, 40.0,196.6,GMS-1 
198135122506,12.63,126.27,  949, 42.9,212.4,GMS-1 
198135122512,12.58,124.86,  950, 41.5,176.2,GMS-1 
198135122518,12.80,123.35,  953, 38.2,182.1,GMS-1 
198135122600,13.12,121.82,  960, 33.3,182.1,GMS-1 
